candidate_id,anchor_id,anchor,priority_rank,surface_form,normalized_form,normalized_concept,concept_id,concept_definition,lexical_form_id,lexical_family,family_id,layer,primary_voice,expression_mode,candidate_provenance,ngram_measurement_id,ngram_measurement_form,ngram_mapping_type,ngram_query_id,ngram_mapping_reason,source_report,source_page,provenance_status
FT-SEED-R1B-P-2015-23,FT-A2015,2015,23,common concern of humankind,common concern of humankind,common concern of humankind,FT-C-COMMON_CONCERN_LEGAL_FORMULA,"A legal-diplomatic formula identifying a shared governance object, not personal emotion.",FT-LF-COMMON_CONCERN,concern_alarm,FT-F06,C,V2,E1,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-23; original visible ID not available",FT-NGM-09865B6D25CC0D,common concern of humankind,EXACT,FT-Q-P180-77AA231E4338,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-24,FT-A2015,2015,24,climate justice,climate justice,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-A426201ED49E,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-24; original visible ID not available",FT-NGM-A426201ED49E2B,climate justice,EXACT,FT-Q-P180-6901F0C01389,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-25,FT-A2015,2015,25,very worried,very worried,participant worry endorsement,FT-C-PARTICIPANT_WORRY_ENDORSEMENT,A participant selection or endorsement of a supplied worry category.,FT-LF-VERY_WORRIED,worry,FT-F07,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-25; original visible ID not available",FT-NGM-DBC51F52C218DC,very worried,EXACT,FT-Q-P180-D1BF7C1461D4,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-26,FT-A2015,2015,26,somewhat worried,somewhat worried,participant worry endorsement,FT-C-PARTICIPANT_WORRY_ENDORSEMENT,A participant selection or endorsement of a supplied worry category.,FT-LF-Q-AFDF367E346E,worry,FT-F07,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-26; original visible ID not available",FT-NGM-AFDF367E346E94,somewhat worried,EXACT,FT-Q-P180-1446D842EC85,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-27,FT-A2015,2015,27,very serious problem,very serious problem,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-87A2FEC0142E,harm_loss_consequences,FT-F14,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-27; original visible ID not available",FT-NGM-87A2FEC0142E96,very serious problem,EXACT,FT-Q-P180-A0EB09D33170,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-28,FT-A2015,2015,28,harm them personally,harm them personally,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-8C7EB792C212,harm_loss_consequences,FT-F14,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-28; original visible ID not available",FT-NGM-8C7EB792C212BE,harm them personally,EXACT,FT-Q-P180-548C3B05093C,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-29,FT-A2015,2015,29,drought or water shortages,drought or water shortages,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-A5F132EC7F9E,harm_loss_consequences,FT-F14,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-29; original visible ID not available",FT-NGM-A5F132EC7F9EF1,drought or water shortages,EXACT,FT-Q-P180-AB6A4623A8E7,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-30,FT-A2015,2015,30,We are nature defending itself,we are nature defending itself,personal concern,FT-C-PERSONAL_CONCERN,Concern expressed or endorsed by an identifiable person about a climate or heat object.,FT-LF-P180-2BA83918B091,concern_alarm,FT-F06,C,V4,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-30; original visible ID not available",FT-NGM-2BA83918B091D4,We are nature defending itself,EXACT,FT-Q-P180-7519F55D198F,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-01,FT-A2022,2022,1,climate change,climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-CLIMATE_CHANGE,climate,FT-F04,B,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-01; original visible ID not available",FT-NGM-F28D567CF5453B,climate change,EXACT,FT-Q-V01-101,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-02,FT-A2022,2022,2,global warming,global warming,global warming as issue label,FT-C-GLOBAL_WARMING_ISSUE_LABEL,"Global warming used as an established public, scientific, or policy issue label.",FT-LF-GLOBAL_WARMING,warming,FT-F03,A,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-02; original visible ID not available",FT-NGM-41A40CE559EFC5,global warming,EXACT,FT-Q-V01-102,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-03,FT-A2022,2022,3,very worried,very worried,participant worry endorsement,FT-C-PARTICIPANT_WORRY_ENDORSEMENT,A participant selection or endorsement of a supplied worry category.,FT-LF-VERY_WORRIED,worry,FT-F07,C,V5,E3,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-03; original visible ID not available",FT-NGM-DBC51F52C218DC,very worried,EXACT,FT-Q-V01-103,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-04,FT-A2022,2022,4,somewhat worried,somewhat worried,participant worry endorsement,FT-C-PARTICIPANT_WORRY_ENDORSEMENT,A participant selection or endorsement of a supplied worry category.,FT-LF-Q-AFDF367E346E,worry,FT-F07,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-04; original visible ID not available",FT-NGM-AFDF367E346E94,somewhat worried,EXACT,FT-Q-V01-104,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-05,FT-A2022,2022,5,afraid,afraid,participant afraid endorsement,FT-C-PARTICIPANT_AFRAID_ENDORSEMENT,Participant endorsement of a supplied afraid category.,FT-LF-AFRAID,fear_afraid,FT-F08,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-05; original visible ID not available",FT-NGM-180366DD3B2CC1,afraid,EXACT,FT-Q-V01-105,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-06,FT-A2022,2022,6,anxious,anxious,anxious affect,FT-C-ANXIOUS_AFFECT,Anxious feeling directly expressed or endorsed by a participant.,FT-LF-Q-FAEF616DF2EC,anxiety,FT-F09,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-06; original visible ID not available",FT-NGM-FAEF616DF2EC24,anxious,EXACT,FT-Q-V01-106,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-07,FT-A2022,2022,7,hopeless,hopeless,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-B12B89C7BBA2,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-07; original visible ID not available",FT-NGM-B12B89C7BBA2B2,hopeless,EXACT,FT-Q-V01-107,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-08,FT-A2022,2022,8,sad,sad,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-45C9A6614FCC,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-08; original visible ID not available",FT-NGM-45C9A6614FCCD4,sad,EXACT,FT-Q-V01-108,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-09,FT-A2022,2022,9,angry,angry,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-0A96F1960786,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-09; original visible ID not available",FT-NGM-0A96F1960786D8,angry,EXACT,FT-Q-V01-109,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-10,FT-A2022,2022,10,frustrated,frustrated,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-6AFB642998F6,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-10; original visible ID not available",FT-NGM-6AFB642998F6A6,frustrated,EXACT,FT-Q-V01-110,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-11,FT-A2022,2022,11,hopeful,hopeful,personal concern,FT-C-PERSONAL_CONCERN,Concern expressed or endorsed by an identifiable person about a climate or heat object.,FT-LF-Q-0AD2E0351BE5,concern_alarm,FT-F06,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-11; original visible ID not available",FT-NGM-0AD2E0351BE5FB,hopeful,EXACT,FT-Q-V01-111,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-12,FT-A2022,2022,12,disgusted,disgusted,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-1291EFD4E284,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-12; original visible ID not available",FT-NGM-1291EFD4E28474,disgusted,EXACT,FT-Q-V01-112,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-13,FT-A2022,2022,13,outraged,outraged,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-B51A2108888D,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-13; original visible ID not available",FT-NGM-B51A2108888D28,outraged,EXACT,FT-Q-V01-113,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-14,FT-A2022,2022,14,depressed,depressed,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-22C90970F55E,distress_depression,FT-F10,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-14; original visible ID not available",FT-NGM-22C90970F55EC1,depressed,EXACT,FT-Q-V01-114,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-15,FT-A2022,2022,15,symptoms of anxiety,symptoms of anxiety,anxiety symptom measure,FT-C-ANXIETY_SYMPTOM_MEASURE,Anxiety operationalised as a symptom or health measure.,FT-LF-Q-B621300AB03E,anxiety,FT-F09,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-15; original visible ID not available",FT-NGM-B621300AB03ECF,symptoms of anxiety,EXACT,FT-Q-V01-115,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-16,FT-A2022,2022,16,climate anxiety,climate anxiety,climate anxiety research construct,FT-C-CLIMATE_ANXIETY_RESEARCH_CONSTRUCT,Climate anxiety used as a researcher-defined construct.,FT-LF-CLIMATE_ANXIETY,anxiety,FT-F09,C,V1,E4,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-16; original visible ID not available",FT-NGM-A1AE67FB4A7B32,climate anxiety,EXACT,FT-Q-V01-116,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-17,FT-A2022,2022,17,eco-anxiety,eco-anxiety,eco-anxiety research construct,FT-C-ECO_ANXIETY_RESEARCH_CONSTRUCT,Eco-anxiety used as a researcher-defined construct.,FT-LF-ECO_ANXIETY,anxiety,FT-F09,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-17; original visible ID not available",FT-NGM-84E37A614BC226,eco-anxiety,EXACT,FT-Q-V01-117,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-18,FT-A2022,2022,18,psychological distress,psychological distress,psychological distress,FT-C-PSYCHOLOGICAL_DISTRESS,"Modern psychological distress as a research, health, or participant category.",FT-LF-Q-3D707CD7CC49,distress_depression,FT-F10,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-18; original visible ID not available",FT-NGM-3D707CD7CC497F,psychological distress,EXACT,FT-Q-V01-118,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-19,FT-A2022,2022,19,distress,distress,psychological distress,FT-C-PSYCHOLOGICAL_DISTRESS,"Modern psychological distress as a research, health, or participant category.",FT-LF-DISTRESS,distress_depression,FT-F10,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-19; original visible ID not available",FT-NGM-16E601ED6C846B,distress,EXACT,FT-Q-V01-119,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-20,FT-A2022,2022,20,powerlessness,powerlessness,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-620055E4F2B4,distress_depression,FT-F10,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-20; original visible ID not available",FT-NGM-620055E4F2B47B,powerlessness,EXACT,FT-Q-V01-120,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-21,FT-A2022,2022,21,guilt,guilt,depressed affect,FT-C-DEPRESSED_AFFECT,Depressed affect directly expressed or instrument-endorsed in a climate context.,FT-LF-Q-BDE7DD741C38,distress_depression,FT-F10,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-21; original visible ID not available",FT-NGM-BDE7DD741C3844,guilt,EXACT,FT-Q-V01-143,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-22,FT-A2022,2022,22,heatwaves,heatwaves,heatwave / weather event,FT-C-HEATWAVE_WEATHER_EVENT,A bounded hot-weather or heatwave event.,FT-LF-P180-573FB889FA18,heat,FT-F02,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-22; original visible ID not available",FT-NGM-573FB889FA181B,heatwaves,EXACT,FT-Q-P180-5EF8668DB1EC,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-23,FT-A2022,2022,23,heat-related mortality,heat-related mortality,extreme-heat hazard,FT-C-EXTREME_HEAT_HAZARD,Extreme heat framed as a hazard with health or social consequences.,FT-LF-P180-4402BAC78B2B,heat,FT-F02,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-23; original visible ID not available",FT-NGM-4402BAC78B2BDD,heat-related mortality,EXACT,FT-Q-P180-4E8D44A8A178,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-24,FT-A2022,2022,24,mental health challenges,mental health challenges,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-649F81D45995,harm_loss_consequences,FT-F14,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-24; original visible ID not available",FT-NGM-649F81D4599508,mental health challenges,EXACT,FT-Q-P180-5B5B2297FCBF,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-25,FT-A2022,2022,25,anxiety and stress,anxiety and stress,anxiety symptom measure,FT-C-ANXIETY_SYMPTOM_MEASURE,Anxiety operationalised as a symptom or health measure.,FT-LF-P180-591E7DE9D81F,anxiety,FT-F09,C,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-25; original visible ID not available",FT-NGM-591E7DE9D81F90,anxiety and stress,EXACT,FT-Q-P180-DC3B8883BB1C,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-26,FT-A2022,2022,26,ill health,ill health,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-244E566F3FFC,harm_loss_consequences,FT-F14,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-26; original visible ID not available",FT-NGM-244E566F3FFC05,ill health,EXACT,FT-Q-P180-B924C0D033A0,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-27,FT-A2022,2022,27,premature deaths,premature deaths,mortality,FT-C-MORTALITY,Death or mortality attributed to heat or climate consequences.,FT-LF-P180-5D240057ECDE,harm_loss_consequences,FT-F14,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-27; original visible ID not available",FT-NGM-5D240057ECDED4,premature deaths,EXACT,FT-Q-P180-9B46C9F1133A,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2022-28,FT-A2022,2022,28,very serious threat,very serious threat,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-P180-136422D01887,danger_threat,FT-F11,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-28; original visible ID not available",FT-NGM-136422D0188728,very serious threat,EXACT,FT-Q-P180-4BC5F94348C2,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
