dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-A426201ED49E2B,climate justice,climate justice,FT-SEED-R1B-P-2015-24,1,TECHNICAL_GLOSSARY,IPCC AR6 glossary and assessment usage,Component headword checked: justice.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"An evaluative framework concerned with fair distribution of climate harms, responsibilities, participation, and remedies.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_FullVolume.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20justice; https://websters1913.timcieplowski.com/word/justice/,2026-08-26,0,,,justice,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-74C781F8B4715A,climate resilience,climate resilience,FT-SEED-R1B-P-2015-11,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: resilience.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"The capacity of social, economic, and ecological systems to cope with climatic hazards while maintaining essential functions and adapting.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20resilience; https://websters1913.timcieplowski.com/word/resilience/,2026-08-26,0,,,resilience,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-414A5E4ACC4C18,climate warming,climate warming,FT-SEED-R1B-P-1988-17,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: warming.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Warming attributed to or observed across the climate system; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20warming; https://websters1913.timcieplowski.com/word/warming/,2026-08-26,0,,,warming,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-513E6CCF972191,coastal flooding,coastal flooding,FT-SEED-R1B-P-0607-19,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: flooding.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/coastal%20flooding; https://websters1913.timcieplowski.com/word/flooding/",2026-08-26,0,,,flooding,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-09865B6D25CC0D,common concern of humankind,common concern of humankind,FT-SEED-R1B-P-2015-23,1,TECHNICAL_GLOSSARY,UNFCCC Paris Agreement legal text,Component headword checked: humankind.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"A legal-institutional formula identifying climate change as a matter of shared international concern, not an assertion of personal emotion.","A legal formula assigning shared international importance to climate change, not a report of an individual's emotional concern.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,DIFFERENT,Legal/institutional concern differs from personal concern and from concern as a commercial enterprise.,https://unfccc.int/sites/default/files/english_paris_agreement.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/common%20concern%20of%20humankind; https://websters1913.timcieplowski.com/word/humankind/,2026-08-26,0,,,humankind,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-176C5BBBA97DFF,complain of the heat,complain of the heat,FT-SEED-R1B-P-1842-26,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat experienced by bodies in occupational, domestic, or environmental settings; the candidate is interpreted in its documented anchor and voice context.",The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/complain%20of%20the%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9050F47C99ADE7,comprehensive risk assessment and management,comprehensive risk assessment and management,FT-SEED-R1B-P-2015-21,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: management.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Risk managed or assessed through institutional procedure; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/comprehensive%20risk%20assessment%20and%20management; https://websters1913.timcieplowski.com/word/management/",2026-08-26,0,,,management,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-F21AAC6A28BAB4,costs and risks of climate change,costs and risks of climate change,FT-SEED-R1B-P-0607-14,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/costs%20and%20risks%20of%20climate%20change; https://websters1913.timcieplowski.com/word/change/",2026-08-26,0,,,change,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-6F5A5C61CCDBD8,damage,damage,FT-SEED-R1B-P-0607-16,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: damage.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/damage/; https://api.dictionaryapi.dev/api/v2/entries/en/damage,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/910e3660e4fe93ae92212f9ebe92ec670305c80418bca6f0264e11e8cd342415.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,damage,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-123FD666AA39D3,danger,danger,FT-SEED-R1B-P-0607-25,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: danger.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Danger or threat evaluation of a specified hazard; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/danger/; https://api.dictionaryapi.dev/api/v2/entries/en/danger,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/d0332af6c3bc857c6789c79cec187145bf2bd7a76a9b2afc4418b91547bd3bda.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,danger,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-8C9F976F75935B,dangerous climate change,dangerous climate change,FT-SEED-R1B-P-0607-29,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/dangerous%20climate%20change; https://websters1913.timcieplowski.com/word/change/,2026-08-26,0,,,change,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-321C3B4C7B3933,dangerous impacts,dangerous impacts,FT-SEED-R1B-P-0607-27,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: impacts.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/dangerous%20impacts; https://websters1913.timcieplowski.com/word/impacts/",2026-08-26,0,,,impacts,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
